Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00      8.56     0.00       16     0.00     0.00  std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_get_Tp_allocator() const
  0.00      8.56     0.00       16     0.00     0.00  std::move_iterator<unsigned int*>::base() const
  0.00      8.56     0.00       16     0.00     0.00  std::vector<unsigned int, std::allocator<unsigned int> >::size() const
  0.00      8.56     0.00       16     0.00     0.00  std::move_iterator<unsigned int*>::move_iterator(unsigned int*)
  0.00      8.56     0.00       16     0.00     0.00  decltype (__miter_base(({parm#1}.base)())) std::__miter_base<unsigned int*>(std::move_iterator<unsigned int*>)
  0.00      8.56     0.00       16     0.00     0.00  unsigned int* std::__miter_base<unsigned int*>(unsigned int*)
  0.00      8.56     0.00       16     0.00     0.00  std::move_iterator<unsigned int*> std::__make_move_if_noexcept_iterator<unsigned int, std::move_iterator<unsigned int*> >(unsigned int*)
  0.00      8.56     0.00       14     0.00     0.00  stbi__get32be(stbi__context*)
  0.00      8.56     0.00       13     0.00     0.00  std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_M_get_Tp_allocator()
  0.00      8.56     0.00       12     0.00     0.00  __gnu_cxx::new_allocator<unsigned int>::max_size() const
  0.00      8.56     0.00       11     0.00     0.00  __gnu_cxx::__alloc_traits<std::allocator<std::vector<int, std::allocator<int> > >, std::vector<int, std::allocator<int> > >::_S_select_on_copy(std::allocator<std::vector<int, std::allocator<int> > > const&)
  0.00      8.56     0.00       11     0.00     0.00  std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::end() const
  0.00      8.56     0.00       11     0.00     0.00  std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::size() const
  0.00      8.56     0.00       11     0.00     0.00  std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::begin() const
  0.00      8.56     0.00       11     0.00     0.00  std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::select_on_container_copy_construction(std::allocator<std::vector<int, std::allocator<int> > > const&)
  0.00      8.56     0.00       11     0.00     0.00  std::vector<int, std::allocator<int> >* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >*>(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >*)
  0.00      8.56     0.00       11     0.00     0.00  std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&)
  0.00      8.56     0.00       11     0.00     0.00  std::vector<int, std::allocator<int> >* std::uninitialized_copy<__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >*>(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >*)
  0.00      8.56     0.00       11     0.00     0.00  std::vector<int, std::allocator<int> >* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > >&)
  0.00      8.56     0.00       10     0.00     0.00  std::initializer_list<unsigned int>::begin() const
  0.00      8.56     0.00       10     0.00     0.00  std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::_M_swap_data(std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl&)
  0.00      8.56     0.00        9     0.00     0.00  stbi__stdio_read(void*, char*, int)
  0.00      8.56     0.00        9     0.00     0.00  std::initializer_list<unsigned int>::end() const
  0.00      8.56     0.00        9     0.00     0.00  std::initializer_list<unsigned int>::size() const
  0.00      8.56     0.00        8     0.00     0.00  stbi__refill_buffer(stbi__context*)
  0.00      8.56     0.00        8     0.00     0.00  void __gnu_cxx::new_allocator<unsigned int>::construct<unsigned int, unsigned int>(unsigned int*, unsigned int&&)
  0.00      8.56     0.00        8     0.00     0.00  __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >::__normal_iterator(unsigned int* const&)
  0.00      8.56     0.00        8     0.00     0.00  std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_M_get_Tp_allocator() const
  0.00      8.56     0.00        8     0.00     0.00  std::vector<unsigned int, std::allocator<unsigned int> >::max_size() const
  0.00      8.56     0.00        8     0.00     0.00  unsigned int* std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<unsigned int>(unsigned int const*, unsigned int const*, unsigned int*)
  0.00      8.56     0.00        8     0.00     0.00  std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_M_get_Tp_allocator()
  0.00      8.56     0.00        8     0.00     0.00  std::random_device::operator()()
  0.00      8.56     0.00        8     0.00     0.00  std::allocator_traits<std::allocator<unsigned int> >::max_size(std::allocator<unsigned int> const&)
  0.00      8.56     0.00        8     0.00     0.00  void std::allocator_traits<std::allocator<unsigned int> >::construct<unsigned int, unsigned int>(std::allocator<unsigned int>&, unsigned int*, unsigned int&&)
  0.00      8.56     0.00        8     0.00     0.00  unsigned int* std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<unsigned int*>, unsigned int*>(std::move_iterator<unsigned int*>, std::move_iterator<unsigned int*>, unsigned int*)
  0.00      8.56     0.00        8     0.00     0.00  void std::vector<unsigned int, std::allocator<unsigned int> >::emplace_back<unsigned int>(unsigned int&&)
  0.00      8.56     0.00        8     0.00     0.00  std::vector<unsigned int, std::allocator<unsigned int> >::push_back(unsigned int&&)
  0.00      8.56     0.00        8     0.00     0.00  std::__detail::_Mod<unsigned int, 0u, 1u, 0u, true, false>::__calc(unsigned int)
  0.00      8.56     0.00        8     0.00     0.00  unsigned int std::__detail::__mod<unsigned int, 0u, 1u, 0u>(unsigned int)
  0.00      8.56     0.00        8     0.00     0.00  unsigned int* std::__copy_move_a<true, unsigned int*, unsigned int*>(unsigned int*, unsigned int*, unsigned int*)
  0.00      8.56     0.00        8     0.00     0.00  unsigned int* std::__copy_move_a2<true, unsigned int*, unsigned int*>(unsigned int*, unsigned int*, unsigned int*)
  0.00      8.56     0.00        8     0.00     0.00  unsigned int* std::uninitialized_copy<std::move_iterator<unsigned int*>, unsigned int*>(std::move_iterator<unsigned int*>, std::move_iterator<unsigned int*>, unsigned int*)
  0.00      8.56     0.00        8     0.00     0.00  unsigned int* std::__uninitialized_copy_a<std::move_iterator<unsigned int*>, unsigned int*, unsigned int>(std::move_iterator<unsigned int*>, std::move_iterator<unsigned int*>, unsigned int*, std::allocator<unsigned int>&)
  0.00      8.56     0.00        8     0.00     0.00  unsigned int* std::__uninitialized_move_if_noexcept_a<unsigned int*, unsigned int*, std::allocator<unsigned int> >(unsigned int*, unsigned int*, unsigned int*, std::allocator<unsigned int>&)
  0.00      8.56     0.00        8     0.00     0.00  unsigned int* std::copy<std::move_iterator<unsigned int*>, unsigned int*>(std::move_iterator<unsigned int*>, std::move_iterator<unsigned int*>, unsigned int*)
  0.00      8.56     0.00        8     0.00     0.00  std::remove_reference<unsigned int&>::type&& std::move<unsigned int&>(unsigned int&)
  0.00      8.56     0.00        7     0.00     0.00  __gnu_cxx::new_allocator<unsigned char>::~new_allocator()
  0.00      8.56     0.00        7     0.00     0.00  std::allocator<unsigned char>::~allocator()
  0.00      8.56     0.00        7     0.00     0.00  __gnu_cxx::__enable_if<std::__is_scalar<int>::__value, int*>::__type std::__fill_n_a<int*, unsigned long, int>(int*, unsigned long, int const&)
  0.00      8.56     0.00        7     0.00     0.00  int* std::fill_n<int*, unsigned long, int>(int*, unsigned long, int const&)
  0.00      8.56     0.00        6     0.00     0.00  __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::new_allocator()
  0.00      8.56     0.00        6     0.00     0.00  std::allocator<std::vector<int, std::allocator<int> > >::allocator()
  0.00      8.56     0.00        6     0.00     0.00  std::vector<int, std::allocator<int> >* std::__uninitialized_default_n_1<false>::__uninit_default_n<std::vector<int, std::allocator<int> >*, unsigned long>(std::vector<int, std::allocator<int> >*, unsigned long)
  0.00      8.56     0.00        6     0.00     0.00  int* std::__uninitialized_default_n_1<true>::__uninit_default_n<int*, unsigned long>(int*, unsigned long)
  0.00      8.56     0.00        6     0.00     0.00  std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_default_initialize(unsigned long)
  0.00      8.56     0.00        6     0.00     0.00  std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector(unsigned long, std::allocator<std::vector<int, std::allocator<int> > > const&)
  0.00      8.56     0.00        6     0.00     0.00  std::vector<int, std::allocator<int> >::_M_default_initialize(unsigned long)
  0.00      8.56     0.00        6     0.00     0.00  std::vector<int, std::allocator<int> >::vector(unsigned long, std::allocator<int> const&)
  0.00      8.56     0.00        6     0.00     0.00  std::vector<int, std::allocator<int> >* std::__uninitialized_default_n<std::vector<int, std::allocator<int> >*, unsigned long>(std::vector<int, std::allocator<int> >*, unsigned long)
  0.00      8.56     0.00        6     0.00     0.00  int* std::__uninitialized_default_n<int*, unsigned long>(int*, unsigned long)
  0.00      8.56     0.00        6     0.00     0.00  std::vector<int, std::allocator<int> >* std::__uninitialized_default_n_a<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::allocator<std::vector<int, std::allocator<int> > >&)
  0.00      8.56     0.00        6     0.00     0.00  int* std::__uninitialized_default_n_a<int*, unsigned long, int>(int*, unsigned long, std::allocator<int>&)
  0.00      8.56     0.00        6     0.00     0.00  std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<unsigned char*> >, std::is_move_constructible<unsigned char*>, std::is_move_assignable<unsigned char*> >::value, void>::type std::swap<unsigned char*>(unsigned char*&, unsigned char*&)
  0.00      8.56     0.00        5     0.00     0.00  find_distance(int, int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> >)
  0.00      8.56     0.00        5     0.00     0.00  stbi__mul2sizes_valid(int, int)
  0.00      8.56     0.00        5     0.00     0.00  __gnu_cxx::new_allocator<unsigned char>::new_allocator(__gnu_cxx::new_allocator<unsigned char> const&)
  0.00      8.56     0.00        5     0.00     0.00  std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::get_allocator() const
  0.00      8.56     0.00        5     0.00     0.00  std::allocator<unsigned char>::allocator(std::allocator<unsigned char> const&)
  0.00      8.56     0.00        5     0.00     0.00  void std::_Destroy_aux<true>::__destroy<unsigned int*>(unsigned int*, unsigned int*)
  0.00      8.56     0.00        5     0.00     0.00  std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_base(std::allocator<std::vector<int, std::allocator<int> > > const&)
  0.00      8.56     0.00        5     0.00     0.00  std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_M_deallocate(unsigned int*, unsigned long)
  0.00      8.56     0.00        5     0.00     0.00  std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_move_assign(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&&, std::integral_constant<bool, true>)
  0.00      8.56     0.00        5     0.00     0.00  std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector(std::allocator<std::vector<int, std::allocator<int> > > const&)
